Semaine,Mois,Catégorie,Marque,Prix,Promotion,Réduction_%,Jour_férié,Météo,Ventes_S-1,Stock_début,Ventes
24,6,Alimentaire,Nestlé,3300,1,10,0,Nuageux,172,414,146
5,2,Vêtements,Kantamanto,21100,0,0,0,Très chaud,12,19,13
38,10,Boissons,Rani,1500,1,15,0,Très chaud,106,207,115
52,1,Alimentaire,Mama,4400,0,0,0,Nuageux,57,74,48
27,7,Alimentaire,Kirène,7600,1,5,0,Ensoleillé,107,245,99
17,5,Boissons,Rani,2200,0,0,0,Pluvieux,97,165,130
33,9,Boissons,Youki,1000,0,0,0,Ensoleillé,151,186,130
42,11,Électroménager,Samsung,101900,1,5,0,Pluvieux,4,7,4
46,12,Alimentaire,Mama,6900,0,0,0,Nuageux,45,72,45
23,6,Hygiène,Palmolive,3600,1,30,0,Ensoleillé,121,150,132
52,1,Alimentaire,Patisen,3800,1,0,0,Ensoleillé,51,126,50
30,8,Boissons,Coca-Cola,2600,0,0,0,Très chaud,144,199,138
29,8,Hygiène,Nivea,3800,0,0,0,Pluvieux,49,94,65
1,1,Électroménager,LG,106600,0,0,1,Ensoleillé,6,14,7
16,4,Électroménager,Hisense,175000,0,0,0,Nuageux,10,19,10
2,1,Vêtements,Afriq Style,34000,0,0,0,Nuageux,15,30,18
26,7,Hygiène,Palmolive,1900,0,0,0,Pluvieux,76,147,83
36,9,Électroménager,Brandt,143100,0,0,0,Ensoleillé,8,19,9
15,4,Vêtements,Afriq Style,23900,0,0,0,Pluvieux,20,33,24
40,10,Alimentaire,Kirène,7600,1,10,0,Nuageux,71,103,80
36,9,Électroménager,LG,162100,1,20,0,Nuageux,8,13,10
28,7,Électroménager,LG,193500,1,20,0,Pluvieux,9,18,13
29,8,Électroménager,Moulinex,193400,0,0,0,Nuageux,12,24,10
37,10,Alimentaire,Mama,3500,1,5,0,Ensoleillé,75,120,78
52,1,Boissons,Coca-Cola,1900,1,5,1,Ensoleillé,95,135,123
10,3,Alimentaire,Mama,4200,0,0,0,Ensoleillé,105,215,85
4,1,Boissons,Kirène,700,1,5,0,Pluvieux,61,90,76
5,2,Alimentaire,Kirène,7900,1,5,0,Pluvieux,56,118,56
41,11,Hygiène,Nivea,4600,0,0,0,Pluvieux,41,67,36
2,1,Électroménager,Samsung,114800,1,20,0,Ensoleillé,6,10,8
40,10,Électroménager,Samsung,76800,0,0,0,Pluvieux,4,9,5
21,6,Électroménager,LG,197900,1,30,0,Nuageux,20,28,17
15,4,Électroménager,Brandt,105500,0,0,0,Nuageux,7,10,8
12,3,Boissons,Kirène,2100,0,0,0,Nuageux,169,288,136
10,3,Alimentaire,Nestlé,6700,0,0,0,Nuageux,98,118,90
50,1,Hygiène,Dove,2000,0,0,0,Nuageux,46,81,38
50,1,Alimentaire,Nestlé,4000,1,0,0,Pluvieux,38,47,38
32,8,Électroménager,Hisense,141800,1,10,0,Ensoleillé,11,25,13
27,7,Vêtements,Dakar Mode,25400,0,0,0,Nuageux,30,70,38
19,5,Boissons,Rani,1200,0,0,0,Très chaud,202,291,163
17,5,Électroménager,Brandt,112100,0,0,0,Ensoleillé,13,17,12
1,1,Hygiène,Colgate,1600,0,0,0,Pluvieux,29,65,34
37,10,Boissons,Rani,2500,0,0,0,Nuageux,97,186,93
11,3,Alimentaire,Mama,3200,0,0,0,Très chaud,78,108,67
51,1,Hygiène,Colgate,3500,1,10,1,Très chaud,73,127,62
20,5,Électroménager,LG,138900,0,0,0,Très chaud,6,7,8
38,10,Boissons,Youki,2800,1,30,0,Pluvieux,93,141,91
10,3,Hygiène,Nivea,1000,1,0,0,Très chaud,39,84,46
45,12,Vêtements,Afriq Style,11600,0,0,0,Ensoleillé,10,13,13
42,11,Boissons,Coca-Cola,1300,1,25,0,Nuageux,80,188,104
47,12,Alimentaire,Patisen,2300,1,15,0,Pluvieux,71,132,65
15,4,Hygiène,Dettol,2600,0,0,0,Ensoleillé,69,143,70
24,6,Boissons,Rani,900,0,0,0,Nuageux,234,396,211
23,6,Hygiène,Colgate,2300,0,0,0,Nuageux,110,199,101
44,11,Électroménager,LG,61600,1,20,0,Ensoleillé,5,8,5
26,7,Électroménager,Brandt,128500,1,10,0,Nuageux,12,18,14
24,6,Vêtements,Wax & Co,12600,0,0,0,Ensoleillé,37,48,35
6,2,Alimentaire,Nestlé,7400,0,0,0,Pluvieux,44,102,57
11,3,Hygiène,Palmolive,1200,0,0,0,Très chaud,42,93,51
45,12,Alimentaire,Kirène,3600,0,0,0,Pluvieux,42,55,47
49,1,Vêtements,Kente,34100,0,0,0,Ensoleillé,20,26,19
25,7,Vêtements,Afriq Style,29300,1,25,0,Ensoleillé,45,61,47
15,4,Électroménager,Brandt,157000,1,30,0,Nuageux,17,35,14
24,6,Boissons,Youki,500,0,0,0,Ensoleillé,147,213,170
31,8,Électroménager,Moulinex,164600,0,0,0,Pluvieux,6,13,7
40,10,Vêtements,Dakar Mode,25600,0,0,0,Nuageux,20,30,17
1,1,Hygiène,Colgate,4600,0,0,1,Nuageux,39,85,44
39,10,Alimentaire,Kirène,2400,1,10,0,Pluvieux,62,94,57
44,11,Alimentaire,Daffé,4100,1,30,0,Pluvieux,83,186,69
35,9,Vêtements,Kantamanto,16600,1,30,0,Nuageux,37,87,40
29,8,Vêtements,Afriq Style,6700,0,0,0,Ensoleillé,30,45,29
28,7,Boissons,Coca-Cola,700,1,25,0,Ensoleillé,257,623,241
21,6,Électroménager,Moulinex,105500,0,0,0,Ensoleillé,6,12,8
17,5,Alimentaire,Kirène,6400,0,0,0,Ensoleillé,121,179,108
3,1,Boissons,Gazelle,500,0,0,0,Ensoleillé,88,166,90
47,12,Vêtements,Afriq Style,9400,0,0,0,Ensoleillé,12,18,15
34,9,Boissons,Youki,2900,1,20,0,Ensoleillé,201,449,186
12,3,Hygiène,Nivea,4900,0,0,0,Nuageux,76,130,64
52,1,Alimentaire,Patisen,3300,0,0,0,Ensoleillé,61,135,57
42,11,Boissons,Kirène,900,0,0,0,Ensoleillé,71,108,74
27,7,Alimentaire,Daffé,4900,1,10,0,Nuageux,139,278,121
29,8,Vêtements,Dakar Mode,8700,0,0,0,Ensoleillé,35,52,30
27,7,Vêtements,Dakar Mode,34200,0,0,0,Pluvieux,36,64,30
48,12,Hygiène,Palmolive,900,0,0,0,Ensoleillé,33,41,43
28,7,Électroménager,Samsung,51500,1,0,0,Nuageux,12,21,11
18,5,Vêtements,Afriq Style,9300,0,0,0,Ensoleillé,27,40,32
14,4,Vêtements,Wax & Co,21300,0,0,0,Pluvieux,29,62,24
41,11,Vêtements,Kantamanto,15300,0,0,0,Ensoleillé,20,49,18
52,1,Boissons,Kirène,2200,1,25,0,Nuageux,131,309,116
41,11,Hygiène,Palmolive,3500,1,20,0,Ensoleillé,40,53,48
24,6,Vêtements,Wax & Co,31500,0,0,0,Ensoleillé,28,36,35
28,7,Hygiène,Dettol,4300,1,15,0,Très chaud,87,149,88
12,3,Électroménager,Brandt,162400,1,30,0,Ensoleillé,14,22,13
47,12,Alimentaire,Patisen,2000,1,5,1,Pluvieux,50,82,57
51,1,Boissons,Coca-Cola,2800,0,0,0,Nuageux,41,59,52
48,12,Alimentaire,Kirène,5400,0,0,0,Ensoleillé,27,37,36
25,7,Hygiène,Dove,4800,0,0,0,Ensoleillé,109,162,105
5,2,Vêtements,Kantamanto,31600,0,0,0,Pluvieux,11,25,14
19,5,Boissons,Rani,1700,0,0,0,Ensoleillé,146,227,144
2,1,Vêtements,Wax & Co,4700,1,15,0,Ensoleillé,22,39,21
1,1,Hygiène,Palmolive,3700,1,20,1,Nuageux,62,152,65
44,11,Hygiène,Colgate,2200,1,0,0,Ensoleillé,42,70,45
2,1,Boissons,Gazelle,2400,0,0,0,Ensoleillé,80,127,95
43,11,Boissons,Rani,2800,0,0,0,Ensoleillé,65,107,72
11,3,Vêtements,Wax & Co,34700,1,10,0,Nuageux,37,77,34
17,5,Vêtements,Kente,20200,1,25,0,Ensoleillé,44,79,46
26,7,Vêtements,Dakar Mode,4500,0,0,0,Pluvieux,21,42,21
19,5,Hygiène,Nivea,1200,0,0,0,Très chaud,70,106,93
9,3,Boissons,Coca-Cola,2400,1,30,0,Nuageux,175,317,176
43,11,Alimentaire,Mama,7900,0,0,0,Ensoleillé,65,80,58
38,10,Hygiène,Dove,2900,0,0,0,Pluvieux,39,70,42
39,10,Boissons,Youki,900,0,0,0,Nuageux,92,117,96
26,7,Boissons,Youki,1300,0,0,0,Ensoleillé,200,361,194
17,5,Boissons,Coca-Cola,2600,0,0,0,Pluvieux,184,226,152
18,5,Hygiène,Dettol,4600,1,25,0,Nuageux,126,291,119
17,5,Vêtements,Dakar Mode,19500,0,0,0,Nuageux,29,55,29
3,1,Électroménager,LG,93000,1,10,0,Nuageux,5,9,5
36,9,Électroménager,Brandt,73100,1,30,0,Pluvieux,9,20,8
9,3,Hygiène,Dettol,1800,0,0,0,Très chaud,71,169,62
52,1,Boissons,Coca-Cola,1800,1,0,0,Pluvieux,65,148,66
48,12,Hygiène,Colgate,2800,1,20,0,Ensoleillé,30,49,36
33,9,Boissons,Youki,1300,0,0,0,Pluvieux,105,247,102
51,1,Alimentaire,Kirène,5200,1,5,0,Ensoleillé,56,123,65
47,12,Électroménager,Samsung,87300,0,0,0,Nuageux,5,11,5
27,7,Hygiène,Dove,2300,0,0,0,Nuageux,59,86,71
33,9,Boissons,Kirène,2100,1,25,0,Pluvieux,117,245,155
19,5,Boissons,Gazelle,2300,0,0,0,Ensoleillé,236,321,200
13,4,Électroménager,Brandt,149400,0,0,1,Ensoleillé,10,24,12
38,10,Alimentaire,Daffé,2500,0,0,0,Ensoleillé,81,201,67
24,6,Électroménager,Moulinex,146200,0,0,0,Ensoleillé,10,13,11
7,2,Hygiène,Colgate,3000,0,0,0,Très chaud,55,134,47
43,11,Alimentaire,Daffé,5300,0,0,0,Nuageux,62,136,50
32,8,Vêtements,Afriq Style,20000,0,0,0,Ensoleillé,32,58,33
38,10,Alimentaire,Patisen,3200,0,0,0,Ensoleillé,79,180,68
11,3,Alimentaire,Kirène,6500,0,0,0,Ensoleillé,90,169,90
24,6,Vêtements,Dakar Mode,5100,0,0,0,Nuageux,27,63,31
2,1,Boissons,Coca-Cola,1800,0,0,1,Nuageux,96,215,94
52,1,Vêtements,Kente,34300,0,0,0,Ensoleillé,23,46,20
7,2,Alimentaire,Kirène,4000,1,25,0,Nuageux,75,137,90
2,1,Boissons,Youki,1700,1,5,0,Ensoleillé,64,109,69
4,1,Électroménager,Brandt,74600,0,0,0,Ensoleillé,5,9,6
46,12,Alimentaire,Nestlé,3600,0,0,0,Ensoleillé,47,68,51
9,3,Boissons,Coca-Cola,2400,1,5,0,Ensoleillé,158,379,149
22,6,Alimentaire,Patisen,2900,0,0,0,Nuageux,116,243,116
45,12,Électroménager,LG,101900,0,0,0,Nuageux,4,9,4
41,11,Vêtements,Kantamanto,22500,0,0,0,Ensoleillé,14,23,17
38,10,Électroménager,Brandt,156900,1,20,0,Nuageux,9,19,8
18,5,Vêtements,Kantamanto,14300,0,0,0,Nuageux,42,102,35
8,2,Hygiène,Dove,4500,0,0,0,Pluvieux,38,53,45
40,10,Vêtements,Dakar Mode,26500,1,20,0,Ensoleillé,26,47,28
13,4,Boissons,Rani,2600,0,0,0,Nuageux,116,212,150
33,9,Hygiène,Nivea,1200,1,20,0,Nuageux,74,177,81
47,12,Électroménager,Brandt,179200,1,10,0,Nuageux,5,11,5
10,3,Électroménager,LG,192900,0,0,0,Nuageux,7,8,7
21,6,Électroménager,LG,172800,0,0,0,Ensoleillé,12,21,14
1,1,Boissons,Gazelle,2900,1,15,0,Ensoleillé,78,110,94
27,7,Électroménager,LG,70900,0,0,0,Ensoleillé,10,23,13
11,3,Vêtements,Wax & Co,9500,1,10,0,Nuageux,23,31,28
1,1,Vêtements,Afriq Style,21600,0,0,1,Ensoleillé,26,52,23
7,2,Électroménager,Brandt,46600,1,15,0,Nuageux,9,13,8
12,3,Vêtements,Kente,4900,1,20,0,Ensoleillé,36,58,36
40,10,Vêtements,Kantamanto,27500,1,15,0,Nuageux,29,46,28
12,3,Vêtements,Wax & Co,31000,1,25,0,Pluvieux,41,87,34
7,2,Électroménager,Hisense,183200,0,0,0,Ensoleillé,7,9,6
44,11,Vêtements,Kente,15600,1,15,0,Nuageux,11,27,13
20,5,Vêtements,Wax & Co,7000,0,0,0,Ensoleillé,39,90,33
2,1,Électroménager,LG,105100,0,0,0,Ensoleillé,5,9,5
42,11,Alimentaire,Patisen,7900,1,25,0,Ensoleillé,89,194,97
27,7,Électroménager,Brandt,132300,0,0,0,Pluvieux,6,8,7
7,2,Électroménager,LG,70600,0,0,0,Nuageux,6,14,6
1,1,Alimentaire,Daffé,3900,1,25,0,Ensoleillé,65,89,64
48,12,Alimentaire,Patisen,7600,0,0,0,Ensoleillé,51,77,55
37,10,Vêtements,Dakar Mode,30400,0,0,0,Ensoleillé,22,53,28
9,3,Électroménager,Samsung,167900,1,30,0,Ensoleillé,12,21,16
41,11,Vêtements,Kente,34800,0,0,0,Ensoleillé,14,18,14
40,10,Hygiène,Dove,800,0,0,0,Nuageux,32,70,34
16,4,Électroménager,Samsung,135400,0,0,0,Pluvieux,9,14,8
13,4,Vêtements,Wax & Co,7200,0,0,0,Très chaud,24,50,26
25,7,Alimentaire,Daffé,7100,0,0,0,Nuageux,100,216,88
10,3,Alimentaire,Patisen,4200,0,0,0,Nuageux,110,189,100
30,8,Hygiène,Dettol,4400,0,0,0,Ensoleillé,72,149,62
16,4,Boissons,Youki,600,1,20,0,Ensoleillé,211,257,227
28,7,Boissons,Gazelle,1600,0,0,0,Ensoleillé,132,245,162
26,7,Alimentaire,Nestlé,2400,0,0,0,Nuageux,101,177,88
13,4,Boissons,Youki,800,1,10,0,Pluvieux,144,246,165
33,9,Vêtements,Kente,17300,1,10,0,Nuageux,26,55,34
50,1,Vêtements,Kantamanto,4400,0,0,0,Nuageux,19,29,17
22,6,Vêtements,Kente,13000,0,0,0,Ensoleillé,55,118,46
30,8,Hygiène,Dettol,4100,0,0,0,Pluvieux,71,148,59
33,9,Alimentaire,Kirène,2700,1,0,0,Très chaud,71,93,72
7,2,Boissons,Youki,1100,0,0,0,Nuageux,113,163,95
12,3,Électroménager,LG,166800,1,25,0,Ensoleillé,8,13,11
1,1,Hygiène,Palmolive,3900,0,0,0,Ensoleillé,42,90,42
29,8,Électroménager,Moulinex,187900,0,0,0,Ensoleillé,10,20,10
47,12,Vêtements,Dakar Mode,3200,0,0,0,Ensoleillé,16,38,16
14,4,Électroménager,Hisense,187400,1,25,0,Nuageux,10,15,11
15,4,Alimentaire,Daffé,5100,1,20,0,Nuageux,115,255,140
21,6,Vêtements,Afriq Style,23300,1,25,0,Ensoleillé,44,75,44
19,5,Boissons,Kirène,1200,1,30,0,Pluvieux,204,480,234
17,5,Vêtements,Wax & Co,6800,1,20,0,Pluvieux,38,52,41
23,6,Vêtements,Afriq Style,18200,1,15,0,Ensoleillé,54,105,53
3,1,Boissons,Youki,2500,1,10,0,Ensoleillé,111,190,97
28,7,Vêtements,Kente,29900,0,0,0,Ensoleillé,34,63,33
5,2,Alimentaire,Kirène,4600,0,0,0,Très chaud,50,116,51
33,9,Hygiène,Dove,1800,1,20,0,Ensoleillé,61,124,69
10,3,Hygiène,Nivea,4100,0,0,0,Nuageux,70,146,63
33,9,Hygiène,Dove,900,1,10,0,Nuageux,85,117,82
1,1,Boissons,Youki,2900,0,0,0,Nuageux,66,142,86
8,2,Électroménager,Moulinex,130500,0,0,0,Pluvieux,5,7,5
24,6,Électroménager,Hisense,32700,1,0,0,Ensoleillé,10,18,11
32,8,Boissons,Coca-Cola,800,0,0,0,Ensoleillé,186,315,189
48,12,Boissons,Coca-Cola,2300,1,25,0,Nuageux,95,159,91
6,2,Électroménager,Hisense,100300,0,0,0,Très chaud,5,9,6
28,7,Boissons,Kirène,1100,1,5,0,Nuageux,164,252,167
29,8,Boissons,Rani,800,1,20,0,Ensoleillé,185,307,191
31,8,Alimentaire,Daffé,4900,1,30,0,Ensoleillé,139,344,158
14,4,Électroménager,Brandt,186800,1,25,1,Ensoleillé,22,54,20
17,5,Alimentaire,Patisen,1800,1,20,0,Ensoleillé,116,195,150
37,10,Alimentaire,Mama,3500,0,0,0,Pluvieux,34,59,36
45,12,Vêtements,Wax & Co,26000,0,0,0,Ensoleillé,12,23,15
38,10,Hygiène,Dove,3300,0,0,0,Pluvieux,45,73,41
48,12,Vêtements,Dakar Mode,30800,0,0,0,Pluvieux,12,14,12
2,1,Vêtements,Wax & Co,24000,1,10,0,Ensoleillé,15,25,18
30,8,Vêtements,Dakar Mode,6600,0,0,0,Nuageux,26,37,27
36,9,Vêtements,Kantamanto,5600,1,10,0,Ensoleillé,28,52,36
16,4,Électroménager,Moulinex,191100,0,0,0,Très chaud,9,22,8
24,6,Boissons,Gazelle,1800,0,0,0,Ensoleillé,234,421,194
20,5,Électroménager,Brandt,31100,1,25,0,Ensoleillé,10,24,14
34,9,Hygiène,Dove,4300,1,30,0,Ensoleillé,108,167,94
16,4,Hygiène,Nivea,3500,0,0,0,Très chaud,75,125,70
50,1,Alimentaire,Mama,1700,0,0,0,Nuageux,36,77,46
30,8,Hygiène,Palmolive,1000,0,0,0,Ensoleillé,73,126,74
31,8,Boissons,Kirène,2600,1,30,0,Ensoleillé,244,420,218
23,6,Alimentaire,Kirène,5000,0,0,0,Pluvieux,105,220,96
15,4,Boissons,Gazelle,800,1,30,0,Ensoleillé,177,289,184
16,4,Vêtements,Kantamanto,20500,0,0,0,Ensoleillé,31,66,35
25,7,Alimentaire,Patisen,7400,0,0,0,Nuageux,108,267,91
28,7,Alimentaire,Daffé,4200,0,0,0,Ensoleillé,117,169,110
23,6,Alimentaire,Mama,2200,1,0,0,Ensoleillé,94,116,103
4,1,Hygiène,Palmolive,4000,1,30,0,Nuageux,44,88,51
1,1,Électroménager,Hisense,196400,1,25,0,Nuageux,6,14,7
36,9,Alimentaire,Kirène,5000,1,0,0,Pluvieux,71,85,73
41,11,Vêtements,Afriq Style,16700,1,25,0,Nuageux,28,59,24
3,1,Boissons,Gazelle,2100,1,15,0,Pluvieux,84,199,81
49,1,Hygiène,Nivea,4500,0,0,0,Ensoleillé,46,110,40
13,4,Hygiène,Palmolive,800,1,10,0,Nuageux,76,174,93
10,3,Boissons,Kirène,600,1,5,0,Ensoleillé,86,108,106
15,4,Hygiène,Colgate,2900,0,0,0,Ensoleillé,76,169,83
49,1,Électroménager,Hisense,181400,1,5,0,Ensoleillé,5,6,6
38,10,Vêtements,Kantamanto,25800,0,0,0,Ensoleillé,25,31,22
16,4,Alimentaire,Daffé,7800,0,0,0,Nuageux,70,112,72
10,3,Boissons,Coca-Cola,1600,1,5,0,Nuageux,126,178,122
39,10,Électroménager,Samsung,73900,0,0,0,Nuageux,5,8,5
23,6,Alimentaire,Nestlé,1600,1,30,0,Nuageux,197,450,176
52,1,Vêtements,Wax & Co,18700,1,30,0,Ensoleillé,24,49,26
12,3,Électroménager,Samsung,91700,1,5,0,Ensoleillé,9,17,10
8,2,Hygiène,Colgate,4600,0,0,0,Nuageux,43,74,38
45,12,Vêtements,Kente,23200,1,30,0,Ensoleillé,25,51,21
29,8,Électroménager,Moulinex,26000,0,0,0,Ensoleillé,11,19,10
38,10,Boissons,Coca-Cola,900,0,0,0,Nuageux,73,181,98
3,1,Vêtements,Wax & Co,28100,0,0,1,Pluvieux,17,22,17
44,11,Alimentaire,Daffé,3000,0,0,0,Ensoleillé,57,108,70
7,2,Électroménager,Hisense,70100,0,0,0,Nuageux,6,13,6
16,4,Électroménager,Hisense,67400,0,0,1,Ensoleillé,13,31,12
4,1,Vêtements,Dakar Mode,27500,0,0,0,Pluvieux,10,18,12
25,7,Hygiène,Nivea,1400,0,0,0,Pluvieux,59,121,61
24,6,Alimentaire,Daffé,7900,0,0,0,Ensoleillé,118,202,98
42,11,Alimentaire,Nestlé,3800,1,0,0,Ensoleillé,54,72,57
23,6,Boissons,Youki,1900,1,0,0,Ensoleillé,127,201,157
2,1,Hygiène,Palmolive,2000,0,0,0,Nuageux,55,84,48
8,2,Électroménager,Hisense,62300,0,0,0,Très chaud,6,14,6
18,5,Alimentaire,Daffé,6000,0,0,0,Nuageux,119,225,124
28,7,Boissons,Coca-Cola,1400,0,0,0,Pluvieux,153,307,167
38,10,Vêtements,Dakar Mode,14200,0,0,0,Très chaud,18,31,17
28,7,Boissons,Gazelle,1300,0,0,0,Pluvieux,123,214,145
49,1,Hygiène,Dove,2000,1,20,1,Ensoleillé,55,121,64
47,12,Hygiène,Palmolive,4700,0,0,0,Pluvieux,25,49,29
18,5,Alimentaire,Daffé,1500,0,0,0,Ensoleillé,91,163,86
42,11,Hygiène,Dettol,2300,1,0,0,Très chaud,33,78,32
24,6,Hygiène,Colgate,2100,1,20,0,Très chaud,92,138,114
35,9,Alimentaire,Kirène,6500,0,0,0,Nuageux,90,122,86
41,11,Vêtements,Afriq Style,22300,0,0,0,Ensoleillé,10,14,14
3,1,Alimentaire,Patisen,7400,1,10,0,Ensoleillé,53,108,70
20,5,Électroménager,LG,75600,1,10,0,Pluvieux,10,23,14
41,11,Boissons,Kirène,700,0,0,0,Ensoleillé,113,190,94
50,1,Vêtements,Kente,15800,1,5,0,Ensoleillé,23,55,21
40,10,Vêtements,Afriq Style,15800,1,10,0,Ensoleillé,29,46,25
3,1,Hygiène,Dove,4300,1,15,0,Ensoleillé,38,50,51
42,11,Alimentaire,Daffé,6300,1,25,0,Nuageux,73,122,84
15,4,Électroménager,Samsung,106100,1,30,0,Très chaud,17,21,16
48,12,Vêtements,Wax & Co,25900,1,5,0,Ensoleillé,17,27,15
35,9,Alimentaire,Mama,6500,0,0,0,Très chaud,89,132,82
8,2,Hygiène,Palmolive,2100,0,0,0,Nuageux,45,94,54
31,8,Boissons,Gazelle,1700,0,0,0,Nuageux,168,276,151
16,4,Boissons,Gazelle,2900,1,30,0,Très chaud,163,253,207
24,6,Boissons,Rani,2100,0,0,0,Nuageux,158,354,195
47,12,Hygiène,Dove,2200,1,10,0,Très chaud,25,49,33
43,11,Électroménager,Samsung,179600,0,0,0,Nuageux,3,5,4
41,11,Boissons,Coca-Cola,2200,0,0,0,Ensoleillé,81,181,84
49,1,Boissons,Gazelle,2600,1,30,1,Ensoleillé,214,499,178
14,4,Boissons,Youki,2600,0,0,0,Ensoleillé,100,217,120
17,5,Vêtements,Kente,11600,0,0,0,Nuageux,40,49,33
46,12,Vêtements,Kente,34800,1,5,0,Pluvieux,10,14,12
32,8,Vêtements,Kantamanto,30800,0,0,0,Ensoleillé,36,78,30
52,1,Boissons,Kirène,2300,0,0,1,Ensoleillé,117,146,111
51,1,Boissons,Rani,1000,0,0,0,Très chaud,48,119,63
45,12,Hygiène,Dettol,2300,1,10,1,Ensoleillé,58,122,57
28,7,Hygiène,Nivea,1100,0,0,0,Ensoleillé,78,107,92
38,10,Boissons,Rani,1300,0,0,0,Ensoleillé,85,206,100
26,7,Électroménager,Moulinex,191100,0,0,0,Nuageux,10,19,9
30,8,Vêtements,Kente,7500,0,0,0,Nuageux,41,49,35
16,4,Vêtements,Dakar Mode,13700,1,25,0,Ensoleillé,45,103,43
17,5,Vêtements,Kantamanto,3900,1,20,0,Nuageux,44,82,40
16,4,Hygiène,Dove,1800,0,0,0,Très chaud,47,94,59
1,1,Hygiène,Dove,2600,1,0,0,Ensoleillé,37,53,44
31,8,Hygiène,Palmolive,4300,1,10,0,Ensoleillé,140,205,113
32,8,Alimentaire,Nestlé,2600,1,20,1,Pluvieux,139,168,135
3,1,Électroménager,LG,30400,1,10,0,Pluvieux,3,4,4
39,10,Boissons,Gazelle,2800,0,0,0,Ensoleillé,103,138,110
41,11,Vêtements,Dakar Mode,25600,1,30,0,Nuageux,35,48,29
20,5,Boissons,Coca-Cola,1400,1,0,0,Nuageux,195,323,173
25,7,Hygiène,Palmolive,1300,1,5,0,Ensoleillé,79,165,102
35,9,Électroménager,Moulinex,81600,0,0,0,Nuageux,6,7,7
43,11,Vêtements,Wax & Co,4400,1,5,0,Ensoleillé,22,54,19
37,10,Vêtements,Kente,20200,1,20,0,Nuageux,24,50,27
45,12,Hygiène,Colgate,4000,0,0,0,Nuageux,32,62,40
1,1,Vêtements,Kente,20900,0,0,0,Pluvieux,15,19,15
48,12,Boissons,Kirène,1400,0,0,0,Ensoleillé,80,196,89
49,1,Hygiène,Dettol,4800,1,0,0,Très chaud,51,121,42
29,8,Électroménager,Brandt,187100,1,30,0,Très chaud,9,16,12
17,5,Vêtements,Afriq Style,17900,0,0,0,Ensoleillé,45,63,37
18,5,Vêtements,Wax & Co,32100,1,10,0,Ensoleillé,28,49,37
42,11,Alimentaire,Daffé,4500,0,0,0,Ensoleillé,46,103,48
21,6,Vêtements,Kantamanto,6400,1,0,0,Nuageux,40,92,37
17,5,Alimentaire,Daffé,3000,1,15,0,Pluvieux,106,144,121
10,3,Alimentaire,Mama,3600,0,0,0,Très chaud,82,204,78
51,1,Alimentaire,Nestlé,2500,0,0,0,Pluvieux,41,101,48
47,12,Électroménager,Hisense,165300,0,0,0,Ensoleillé,6,7,5
8,2,Hygiène,Dettol,3800,1,15,0,Ensoleillé,79,158,72
49,1,Alimentaire,Kirène,3500,0,0,0,Très chaud,40,72,47
3,1,Électroménager,Moulinex,186900,0,0,0,Ensoleillé,4,9,6
26,7,Boissons,Rani,1300,0,0,0,Nuageux,175,255,195
40,10,Boissons,Kirène,1000,1,30,0,Nuageux,135,225,121
4,1,Alimentaire,Nestlé,2000,0,0,0,Ensoleillé,49,102,46
31,8,Alimentaire,Mama,4000,1,20,1,Pluvieux,134,323,130
38,10,Électroménager,LG,199000,1,25,0,Ensoleillé,12,27,11
5,2,Électroménager,Hisense,163700,1,10,0,Ensoleillé,8,18,7
45,12,Alimentaire,Daffé,5100,0,0,0,Nuageux,39,82,44
20,5,Alimentaire,Daffé,2900,1,25,0,Ensoleillé,182,422,159
19,5,Alimentaire,Nestlé,7000,0,0,0,Ensoleillé,176,393,144
36,9,Boissons,Kirène,1200,0,0,0,Pluvieux,126,154,115
26,7,Alimentaire,Daffé,1600,0,0,0,Nuageux,94,221,105
16,4,Vêtements,Afriq Style,29900,1,15,0,Très chaud,34,41,41
1,1,Électroménager,Samsung,50300,0,0,0,Ensoleillé,4,9,5
42,11,Électroménager,LG,45700,1,30,0,Pluvieux,6,14,6
33,9,Hygiène,Palmolive,1300,0,0,0,Ensoleillé,59,143,63
26,7,Vêtements,Kantamanto,25200,0,0,0,Nuageux,36,84,36
2,1,Boissons,Gazelle,1900,1,0,0,Nuageux,82,188,101
6,2,Alimentaire,Nestlé,5100,0,0,0,Très chaud,57,96,60
46,12,Boissons,Rani,2700,0,0,0,Pluvieux,51,74,59
17,5,Alimentaire,Nestlé,4200,1,10,0,Ensoleillé,216,473,176
32,8,Alimentaire,Kirène,4500,0,0,1,Pluvieux,89,114,103
43,11,Alimentaire,Daffé,7600,1,5,0,Pluvieux,46,96,43
39,10,Boissons,Rani,800,0,0,0,Nuageux,98,159,83
28,7,Vêtements,Dakar Mode,27700,1,15,0,Ensoleillé,46,85,44
5,2,Hygiène,Palmolive,2300,1,5,0,Ensoleillé,70,87,65
3,1,Vêtements,Dakar Mode,6800,0,0,0,Pluvieux,17,36,15
7,2,Électroménager,LG,108600,0,0,0,Ensoleillé,8,14,9
6,2,Électroménager,Moulinex,174000,0,0,0,Ensoleillé,9,16,8
12,3,Boissons,Youki,700,0,0,0,Ensoleillé,106,170,112
17,5,Électroménager,Hisense,161100,0,0,0,Ensoleillé,10,21,12
20,5,Vêtements,Kente,21600,1,30,0,Nuageux,45,66,49
